Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Kids,2020-05-15 23:57:33,00:02:39,Autoplayed: user action: None; ,PJ Masks: Season 2: Night of the Cat / Catboy Does It Again (Episode 4),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:03:19,Not latest view,US (United States)
Kids,2020-05-15 23:34:11,00:23:18,Autoplayed: user action: None; ,PJ Masks: Season 2: Terrible Two-Some / Owlette's Luna Trouble (Episode 3),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:23:59,00:23:59,US (United States)
Kids,2020-05-15 23:10:50,00:23:19,Autoplayed: user action: None; ,PJ Masks: Season 2: Lionel-Saurus / Catboy's Cuddly (Episode 2),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:23:59,00:23:59,US (United States)
Kids,2020-05-15 22:47:10,00:23:18,Autoplayed: user action: None; ,PJ Masks: Season 2: Moonfizzle Balls / Soccer Ninjalinos (Episode 1),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:23:59,00:23:59,US (United States)
Kids,2020-05-15 22:24:46,00:22:21,Autoplayed: user action: None; ,"PJ Masks: Season 1: Slow Down, Catboy!  / Gekko's Special Rock (Episode 26)",,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:23:01,00:23:01,US (United States)
Kids,2020-05-15 22:02:22,00:22:21,Autoplayed: user action: None; ,"PJ Masks: Season 1: Super-Sized Gekko / Take to the Skies, Owlette (Episode 25)",,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:23:01,00:23:01,US (United States)
Kids,2020-05-15 21:53:25,00:08:54,Autoplayed: user action: Unspecified; ,PJ Masks: Season 1: Catboy and the Lunar Dome / Gekko and the Rock of All Power (Episode 24),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:23:01,00:23:01,US (United States)
Kids,2020-05-15 21:53:18,00:00:04,Autoplayed: user action: None; ,PJ Masks: Season 1_hook_primary_16x9,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:04,Not latest view,US (United States)
Angelica,2020-05-15 04:36:24,00:00:14,Autoplayed: user action: None; ,Season 1 Trailer: Control Z,TRAILER,Apple iPhone XR,00:00:14,00:00:14,US (United States)
Angelica,2020-05-15 04:35:57,00:00:15,Autoplayed: user action: None; ,Season 1 Trailer: White Lines,TRAILER,Apple iPhone XR,00:00:15,00:00:15,US (United States)
Angelica,2020-05-15 04:35:39,00:00:15,Autoplayed: user action: None; ,Season 1 Trailer: The Big Flower Fight,TRAILER,Apple iPhone XR,00:00:15,00:00:15,US (United States)
Angelica,2020-05-15 04:35:27,00:00:09,Autoplayed: user action: None; ,Season 1 Trailer: Sweet Magnolias,TRAILER,Apple iPhone XR,00:00:10,Not latest view,US (United States)
everyone else,2020-05-15 04:35:24,01:43:21,,Extraction,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,01:43:21,01:43:21,US (United States)
Angelica,2020-05-15 04:35:10,00:00:15,Autoplayed: user action: None; ,Pose: Season 1_hook_primary_16x9,HOOK,Apple iPhone XR,00:00:15,00:00:15,US (United States)
everyone else,2020-05-15 04:32:40,00:02:38,Autoplayed: user action: None; ,Trailer: Extraction,TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:02:38,00:02:38,US (United States)
Angelica,2020-05-15 04:23:13,00:00:10,Autoplayed: user action: None; ,Season 1 Trailer: Trial By Media,TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:10,00:00:10,US (United States)
Kids,2020-05-15 01:11:25,00:00:42,Autoplayed: user action: None; ,PJ Masks: Season 1_hook_primary_16x9,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:42,Not latest view,US (United States)
Angelica,2020-05-14 05:29:55,01:02:12,,Trial By Media: Season 1: Talk Show Murder (Episode 1),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,01:01:57,01:01:57,US (United States)
Angelica,2020-05-14 05:29:48,00:00:04,Autoplayed: user action: None; ,Season 1 Trailer: Trial By Media,TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:04,Not latest view,US (United States)
Angelica,2020-05-14 05:29:39,00:00:06,Autoplayed: user action: None; ,Trailer: Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:06,00:00:06,US (United States)
Angelica,2020-05-14 05:29:29,00:00:06,Autoplayed: user action: None; ,Grey's Anatomy: Season 1_hook_primary_16x9,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:06,Not latest view,US (United States)
Angelica,2020-05-14 05:26:55,00:00:15,Autoplayed: user action: None; ,Grey's Anatomy: Season 1_hook_primary_16x9,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:15,Not latest view,US (United States)
Angelica,2020-05-13 04:10:45,00:32:03,Autoplayed: user action: Unspecified; ,Dead to Me: Season 2: Where Do We Go From Here (Episode 10),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:32:03,00:32:03,US (United States)
Angelica,2020-05-12 04:52:57,00:00:10,Autoplayed: user action: None; ,Dead to Me: Season 2: Where Do We Go From Here (Episode 10),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:14,Not latest view,US (United States)
Angelica,2020-05-12 04:18:03,00:29:30,Autoplayed: user action: Unspecified; ,"Dead to Me: Season 2: It's Not You, It's Me (Episode 9)",,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:29:34,00:29:34,US (United States)
Angelica,2020-05-12 03:46:19,00:31:20,Autoplayed: user action: Unspecified; ,Dead to Me: Season 2: It Had To Be You (Episode 8),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:31:20,00:31:20,US (United States)
Angelica,2020-05-12 03:45:58,00:00:03,Autoplayed: user action: Unspecified; ,Dead to Me: Season 2: It Had To Be You (Episode 8),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:03,Not latest view,US (United States)
Angelica,2020-05-11 03:47:51,00:00:09,Autoplayed: user action: None; ,Dead to Me: Season 2: It Had To Be You (Episode 8),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:13,Not latest view,US (United States)
Angelica,2020-05-11 03:41:35,00:06:13,Autoplayed: user action: Unspecified; ,Dead to Me: Season 2: If Only You Knew (Episode 7),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:31:59,00:31:59,US (United States)
Angelica,2020-05-11 03:41:13,00:00:13,Autoplayed: user action: Unspecified; ,Dead to Me: Season 2: If Only You Knew (Episode 7),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:25:50,Not latest view,US (United States)
Angelica,2020-05-11 03:41:00,00:00:07,Autoplayed: user action: None; ,The Half Of It (Trailer),TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:07,Not latest view,US (United States)
Kids,2020-05-11 02:56:38,00:21:12,Autoplayed: user action: None; ,Octonauts: Season 3: Harbor Seal / Yeti Crab (Episode 10),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:21:57,00:21:57,US (United States)
Kids,2020-05-11 02:23:04,00:22:17,Autoplayed: user action: Unspecified; ,Octonauts: Season 3: Sea Sponge / Loggerhead Sea Turtle (Episode 9),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:23:03,00:23:03,US (United States)
Kids,2020-05-11 02:11:50,00:11:10,Autoplayed: user action: Unspecified; ,Octonauts: Season 3: Red Rock Crabs / Sea Pigs (Episode 8),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:23:02,00:23:02,US (United States)
Kids,2020-05-10 22:10:20,00:13:28,Autoplayed: user action: None; ,PJ Masks: Season 1: Catboy and the Lunar Dome / Gekko and the Rock of All Power (Episode 24),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:14:08,Not latest view,US (United States)
Kids,2020-05-10 21:46:57,00:22:21,Autoplayed: user action: None; ,PJ Masks: Season 1: Owlette and the Moonflower / Slowpoke Gekko (Episode 23),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:23:01,00:23:01,US (United States)
Kids,2020-05-10 21:24:31,00:22:23,Autoplayed: user action: None; ,PJ Masks: Season 1: Owlette and the Owletteenies / Gekko's Blame Campaign (Episode 22),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:23:01,00:23:01,US (United States)
Kids,2020-05-10 21:02:07,00:22:21,Autoplayed: user action: None; ,PJ Masks: Season 1: Catboy Squared / Gekko's Super Gekko Sense (Episode 21),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:23:01,00:23:01,US (United States)
Kids,2020-05-10 20:39:04,00:23:00,Autoplayed: user action: Unspecified; ,"PJ Masks: Season 1: Owlette of a Kind / Beat the Drum, Catboy (Episode 20)",,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:23:00,00:23:00,US (United States)
Kids,2020-05-10 20:38:58,00:00:04,Autoplayed: user action: None; ,PJ Masks: Season 1_hook_primary_16x9,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:04,Not latest view,US (United States)
Kids,2020-05-10 20:16:34,00:22:15,Autoplayed: user action: Unspecified; ,Thomas & Friends: Marvelous Machinery: World of Tomorrow,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:22:15,00:22:15,US (United States)
Kids,2020-05-10 20:16:18,00:00:13,Autoplayed: user action: None; ,Marvelous Machinery: World of Tomorrow_hook_05_16x9,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:13,00:00:13,US (United States)
Kids,2020-05-10 20:15:48,00:00:05,Autoplayed: user action: None; ,Season 2 Trailer: Dragons: Rescue Riders,TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:05,00:00:05,US (United States)
Kids,2020-05-10 20:15:40,00:00:04,Autoplayed: user action: None; ,Octonauts: Season 1_hook_primary_16x9,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:04,Not latest view,US (United States)
Angelica,2020-05-10 07:24:34,00:25:41,Autoplayed: user action: None; ,Dead to Me: Season 2: If Only You Knew (Episode 7),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:25:45,Not latest view,US (United States)
Angelica,2020-05-10 06:54:44,00:29:42,Autoplayed: user action: Unspecified; ,Dead to Me: Season 2: You Don't Have To (Episode 6),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:29:46,00:29:46,US (United States)
Angelica,2020-05-10 06:41:29,00:13:09,Autoplayed: user action: Unspecified; ,Dead to Me: Season 2: The Price You Pay (Episode 5),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:31:35,00:31:35,US (United States)
Angelica,2020-05-10 06:39:55,00:01:32,Autoplayed: user action: None; ,Dead to Me : Season 1 (Trailer),TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:01:32,Not latest view,US (United States)
Angelica,2020-05-10 06:39:46,00:00:05,Autoplayed: user action: None; ,Trailer: Extraction,TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:05,00:00:05,US (United States)
Angelica,2020-05-10 06:38:29,00:00:01,Autoplayed: user action: None; ,Dead to Me: Season 2: The Price You Pay (Episode 5),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:18:27,Not latest view,US (United States)
Angelica,2020-05-10 06:38:00,00:00:20,Autoplayed: user action: None; ,The Keepers (Trailer),TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:20,Not latest view,US (United States)
Angelica,2020-05-10 05:13:43,00:50:53,Autoplayed: user action: Unspecified; ,Extraction,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:50:53,00:50:53,US (United States)
Kids,2020-05-09 20:23:00,00:00:08,Autoplayed: user action: None; ,"PJ Masks: Season 1: Owlette of a Kind / Beat the Drum, Catboy (Episode 20)",,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:48,Not latest view,US (United States)
Kids,2020-05-09 20:00:32,00:22:22,Autoplayed: user action: Unspecified; ,PJ Masks: Season 1: Supersonic Owlette / Catboy and the Sticky Splat Slingshot (Episode 19),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:23:01,00:23:01,US (United States)
Kids,2020-05-09 19:38:08,00:22:21,Autoplayed: user action: None; ,PJ Masks: Season 1: Catboy's Great Gig / Owlette's New Move (Episode 18),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:23:01,00:23:01,US (United States)
Kids,2020-05-09 19:14:26,00:23:01,Autoplayed: user action: Unspecified; ,PJ Masks: Season 1: Gekko Floats / Catboy's Two Wheeled Wonder (Episode 17),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:23:01,00:23:01,US (United States)
Angelica,2020-05-09 06:10:44,00:18:24,Autoplayed: user action: Unspecified; ,Dead to Me: Season 2: The Price You Pay (Episode 5),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:18:28,Not latest view,US (United States)
Angelica,2020-05-09 05:42:23,00:28:15,Autoplayed: user action: Unspecified; ,Dead to Me: Season 2: Between You And Me (Episode 4),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:28:19,00:28:19,US (United States)
Angelica,2020-05-09 05:13:18,00:26:48,Autoplayed: user action: Unspecified; ,Dead to Me: Season 2: You Can't Live Like This (Episode 3),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:26:52,00:26:52,US (United States)
Angelica,2020-05-09 04:39:27,00:30:46,Autoplayed: user action: Unspecified; ,Dead to Me: Season 2: Where Have You Been (Episode 2),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:29:12,00:29:12,US (United States)
Angelica,2020-05-09 04:10:37,00:28:47,,Dead to Me: Season 2: You Know What You Did (Episode 1),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:28:47,00:28:47,US (United States)
Angelica,2020-05-09 04:10:24,00:00:10,Autoplayed: user action: None; ,Season 1 Recap: Dead to Me,RECAP,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:10,00:00:10,US (United States)
Angelica,2020-05-09 04:05:56,00:03:03,Autoplayed: user action: Unspecified; ,Season 1 Recap: Dead to Me,RECAP,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:03:03,Not latest view,US (United States)
Angelica,2020-05-09 03:59:09,00:00:02,,Dead to Me: Season 2: Where Have You Been (Episode 2),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:02,Not latest view,US (United States)
everyone else,2020-05-08 23:04:42,00:00:24,Autoplayed: user action: None; ,Django Unchained_hook_primary_16x9,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:24,00:00:24,US (United States)
everyone else,2020-05-08 23:01:59,00:02:38,Autoplayed: user action: None; ,Trailer: Spenser Confidential,TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:02:38,Not latest view,US (United States)
everyone else,2020-05-08 22:56:57,00:01:51,,Extraction,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:01:51,Not latest view,US (United States)
everyone else,2020-05-08 22:56:51,00:00:04,Autoplayed: user action: None; ,Trailer: Extraction,TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:04,Not latest view,US (United States)
everyone else,2020-05-08 22:56:25,00:00:05,Autoplayed: user action: None; ,Season 2 Trailer: Dead to Me,TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:05,00:00:05,US (United States)
Angelica,2020-05-08 05:39:10,01:42:59,Autoplayed: user action: Unspecified; ,Crip Camp: A Disability Revolution,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,01:42:59,01:42:59,US (United States)
Angelica,2020-05-08 05:38:58,00:00:03,Autoplayed: user action: None; ,Crip Camp: A Disability Revolution,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:03,Not latest view,US (United States)
Jocelyn,2020-05-06 09:57:22,00:24:14,,The Tourist,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:24:14,00:24:14,US (United States)
Jocelyn,2020-05-06 08:00:42,00:01:49,,Dangerous Lies (Trailer),TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:01:49,00:01:49,US (United States)
Jocelyn,2020-05-06 07:59:56,00:00:43,,Den of Thieves_hook_primary_16x9,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:43,00:00:43,US (United States)
Jocelyn,2020-05-06 07:57:10,00:02:43,Autoplayed: user action: None; ,Trailer: Extraction,TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:02:43,00:02:43,US (United States)
Jocelyn,2020-05-06 06:19:58,01:37:08,,The Tourist,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,01:37:08,Not latest view,US (United States)
Jocelyn,2020-05-06 05:31:15,00:01:45,,Ozark (Trailer),TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:01:45,00:01:45,US (United States)
Jocelyn,2020-05-06 05:30:28,00:00:43,,Den of Thieves_hook_primary_16x9,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:43,Not latest view,US (United States)
Jocelyn,2020-05-06 05:27:43,00:02:43,Autoplayed: user action: None; ,Trailer: Extraction,TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:02:43,Not latest view,US (United States)
Angelica,2020-05-06 04:16:44,00:00:08,Autoplayed: user action: None; ,The Half Of It (Trailer),TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:08,Not latest view,US (United States)
Jocelyn,2020-05-06 03:50:30,01:37:09,Autoplayed: user action: None; ,The Tourist,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,01:37:09,Not latest view,US (United States)
Jocelyn,2020-05-06 03:50:13,00:00:09,Autoplayed: user action: None; ,The Bounty Hunter_hook_primary_16x9,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:09,00:00:09,US (United States)
Jocelyn,2020-05-06 03:50:03,00:00:06,Autoplayed: user action: None; ,Season 1 Hook Clip 4: Outer Banks,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:06,00:00:06,US (United States)
Jocelyn,2020-05-06 03:49:52,00:00:04,Autoplayed: user action: None; ,Triple Frontier (Trailer),TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:04,00:00:04,US (United States)
Kids,2020-05-04 02:57:43,00:00:04,Autoplayed: user action: None; ,Puffin Rock: Season 1: Cave Camping / The Empty Shell / Three's a Crowd (Episode 12),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:52,00:00:52,US (United States)
Kids,2020-05-04 02:39:11,00:18:28,Autoplayed: user action: None; ,Puffin Rock: Season 1: Silky's Seahorses / Keeping Cosy / Baba's Picnic (Episode 11),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:19:17,00:19:17,US (United States)
Kids,2020-05-04 02:20:40,00:18:28,Autoplayed: user action: None; ,Puffin Rock: Season 1: The Fast Day / Baba's Friend / Flying High (Episode 10),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:19:17,00:19:17,US (United States)
Kids,2020-05-04 02:02:08,00:18:29,Autoplayed: user action: None; ,Puffin Rock: Season 1: Follow the Puffin / Spot the Puffin / The Sad Whale (Episode 9),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:19:18,00:19:18,US (United States)
Kids,2020-05-04 01:43:36,00:18:29,Autoplayed: user action: None; ,"Puffin Rock: Season 1: Finding Bernie / The Foggy Day / Run, Flap, Fly (Episode 8)",,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:19:18,00:19:18,US (United States)
Kids,2020-05-04 01:24:14,00:19:18,Autoplayed: user action: Unspecified; ,Puffin Rock: Season 1: The Burrow Race / Silky's Slide / Ruffled Feathers (Episode 7),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:19:18,00:19:18,US (United States)
Kids,2020-05-04 00:23:50,00:00:04,Autoplayed: user action: None; ,Hello Ninja: Season 1 (Trailer),TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:04,Not latest view,US (United States)
Kids,2020-05-04 00:23:04,00:00:37,Autoplayed: user action: None; ,Hello Ninja: Season 1 (Trailer),TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:37,Not latest view,US (United States)
Angelica,2020-05-04 00:22:12,00:00:04,Autoplayed: user action: None; ,Season 1 Trailer: Hollywood,TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:04,Not latest view,US (United States)
Kids,2020-05-03 20:42:31,00:11:07,Autoplayed: user action: Unspecified; ,Octonauts: Season 3: Red Rock Crabs / Sea Pigs (Episode 8),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:11:53,Not latest view,US (United States)
Kids,2020-05-03 20:19:25,00:23:03,Autoplayed: user action: Unspecified; ,Octonauts: Season 3: Pelicans / Hammerhead Sharks (Episode 7),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:23:03,00:23:03,US (United States)
Kids,2020-05-03 20:19:11,00:00:05,Autoplayed: user action: None; ,Octonauts: Season 1_hook_primary_16x9,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:05,Not latest view,US (United States)
Kids,2020-05-03 20:18:56,00:00:06,Autoplayed: user action: None; ,Treehouse Detectives: Season 1 (Trailer),TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:06,Not latest view,US (United States)
Angelica,2020-05-03 07:11:55,00:00:06,Autoplayed: user action: None; ,"The Innocence Files: Limited Series: The Prosecution: Wrong Place, Wrong Time (Episode 7)",,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:09,00:00:09,US (United States)
Angelica,2020-05-03 06:03:23,01:08:26,Autoplayed: user action: Unspecified; ,The Innocence Files: Limited Series: The Witness: Making Memory (Episode 6),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,01:08:30,01:08:30,US (United States)
Angelica,2020-05-03 05:08:04,00:55:04,Autoplayed: user action: Unspecified; ,The Innocence Files: Limited Series: The Witness: The Trials of Franky Carrillo (Episode 5),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:55:18,00:55:18,US (United States)
Angelica,2020-05-03 04:39:29,00:00:04,Autoplayed: user action: None; ,The Innocence Files S1 - Hook 3 - Prosecution Pod,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:04,00:00:04,US (United States)
Angelica,2020-05-03 02:47:39,00:22:03,Autoplayed: user action: Unspecified; ,Octonauts: Season 4: Baby Sea Turtles / Octopod Mystery (Episode 3),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:22:48,00:22:48,US (United States)
Angelica,2020-05-03 02:14:32,00:22:08,Autoplayed: user action: Unspecified; ,Octonauts: Season 4: Poison Dart Frogs / Hidden Lake (Episode 2),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:22:54,00:22:54,US (United States)
Angelica,2020-05-03 01:51:37,00:22:53,,Octonauts: Season 4: Walrus Pups / Mantis Shrimp (Episode 1),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:22:53,00:22:53,US (United States)
Kids,2020-05-02 23:30:06,00:31:08,Autoplayed: user action: Unspecified; ,LeapFrog: Letter Factory,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:31:08,Not latest view,US (United States)
Kids,2020-05-02 23:29:57,00:00:06,Autoplayed: user action: None; ,LeapFrog: Letter Factory_hook_01_16x9,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:06,00:00:06,US (United States)
Kids,2020-05-02 23:28:41,00:00:31,,Season 2 Trailer: Hello Ninja,TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:31,Not latest view,US (United States)
Kids,2020-05-02 23:27:27,00:01:11,Autoplayed: user action: None; ,The Magic School Bus Rides Again: Season 2 (Trailer),TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:01:11,00:01:11,US (United States)
Kids,2020-05-02 23:05:00,00:22:24,Autoplayed: user action: Unspecified; ,Thomas & Friends: Marvelous Machinery: A New Arrival,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:22:24,00:22:24,US (United States)
Kids,2020-05-02 23:04:24,00:00:16,Autoplayed: user action: None; ,Dragons: Rescue Riders: Hunt for the Golden Dragon (Trailer),TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:16,Not latest view,US (United States)
Kids,2020-05-02 23:03:35,00:00:10,Autoplayed: user action: None; ,Steam Team to the Rescue_hook_05_16x9,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:10,00:00:10,US (United States)
Kids,2020-05-02 23:02:27,00:00:25,Autoplayed: user action: None; ,Part 1 Trailer: Spirit Riding Free: Riding Academy,TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:25,00:00:25,US (United States)
Kids,2020-05-02 21:18:02,00:21:36,Autoplayed: user action: None; ,Octonauts: Season 3: Urchin Invasion / Lionsmane Jelly (Episode 6),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:22:23,00:22:23,US (United States)
Kids,2020-05-02 20:55:41,00:22:18,Autoplayed: user action: None; ,Octonauts: Season 3: Sea Skaters / Siphonophore (Episode 5),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:23:05,00:23:05,US (United States)
Kids,2020-05-02 20:32:43,00:22:26,Autoplayed: user action: Unspecified; ,Octonauts: Season 3: Mudskippers / Immortal Jellyfish (Episode 4),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:23:03,00:23:03,US (United States)
Kids,2020-05-02 20:14:03,00:18:29,Autoplayed: user action: None; ,Puffin Rock: Season 1: Stormy Weather / Baba's Adventure / Rock Music (Episode 6),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:19:18,00:19:18,US (United States)
Kids,2020-05-02 19:54:40,00:19:18,Autoplayed: user action: Unspecified; ,"Puffin Rock: Season 1: Hop, Skip and Bump / Bouncing Back / A Noisy Neighbour (Episode 5)",,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:19:18,00:19:18,US (United States)
Angelica,2020-05-02 07:28:51,00:02:31,Autoplayed: user action: None; ,The Innocence Files: Limited Series: The Witness: The Trials of Franky Carrillo (Episode 5),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:02:35,Not latest view,US (United States)
Angelica,2020-05-02 06:36:56,00:51:49,Autoplayed: user action: Unspecified; ,The Innocence Files: Limited Series: The Witness: The Murder of Donald Sarpy (Episode 4),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:51:52,00:51:52,US (United States)
Angelica,2020-05-02 05:39:15,00:56:51,Autoplayed: user action: Unspecified; ,The Innocence Files: Limited Series: The Evidence: The Duty to Correct (Episode 3),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:56:51,00:56:51,US (United States)
Angelica,2020-05-02 05:38:43,00:00:04,Autoplayed: user action: None; ,The Reliant_hook_01_16x9,HOOK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:04,00:00:04,US (United States)
Angelica,2020-05-02 05:37:28,00:00:56,Autoplayed: user action: None; ,Trailer 4: The Willoughbys,TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:56,00:00:56,US (United States)
Angelica,2020-05-02 05:36:57,00:00:23,Autoplayed: user action: None; ,Trailer: Extraction,TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:23,Not latest view,US (United States)
Angelica,2020-05-02 05:35:29,00:01:24,Autoplayed: user action: None; ,Season 1 Trailer: Outer Banks,TRAILER,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:01:24,00:01:24,US (United States)
